"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"UHM36.35751__k141_45976_95",1532.35857323208,-2.04658726184296,1.22755970263486,-1.66719977647533,0.0954746871798519,0.807569679332565
"UHM36.35751__k141_45976_127",1208.4296216486,-2.10299972356633,1.54884594827522,-1.35778495331199,0.174531930770443,0.807569679332565
"UHM36.35751__k141_63719_35",1613.97755673428,-2.01192817845826,1.44950235896889,-1.3880130418618,0.165133073819676,0.807569679332565
"UHM36.35751__k141_78907_14",916.890567455164,-2.01226741813934,1.52399177715047,-1.32039256924459,0.186703983247039,0.807569679332565
"UHM36.35751__k141_8018_25",1879.20249788777,-2.04878996643326,1.38592225430571,-1.47828636135122,0.139331146644752,0.807569679332565
"UHM36.35751__k141_25966_3",2334.71027182832,-2.03203508313948,1.23612363373392,-1.64387689684516,0.10020163326435,0.807569679332565
"UHM36.35751__k141_3074_24",2220.44305082351,-2.39526258644807,1.36194811867332,-1.75870325279446,0.0786279246219752,0.807569679332565
"UHM36.35751__k141_71726_17",1311.82949442158,-2.01556468946355,1.49759604802885,-1.345866725621,0.178345501544535,0.807569679332565
"UHM36.35751__k141_71726_49",1385.07191087945,-2.07383906462078,1.39369200492458,-1.48801819720061,0.136746094712393,0.807569679332565
"UHM36.35751__k141_18600_7",1464.23915359815,-2.00875411101571,1.43710505260615,-1.397778198172,0.162179683267526,0.807569679332565
"UHM36.35751__k141_18600_71",2961.0134843376,-2.07376711952485,1.21734926707688,-1.70351038572883,0.0884725960885597,0.807569679332565
"UHM36.35751__k141_18600_103",2597.91132725944,-2.02866498912133,1.32049700867875,-1.53628896982595,0.124467523542696,0.807569679332565
"UHM36.35751__k141_41174_18",4318.58455725036,-2.02441402050521,1.28243561900916,-1.57856970790418,0.114434787373604,0.807569679332565
"UHM36.35751__k141_16247_50",1517.7853520125,-2.01599167874263,1.30162035523048,-1.54883232322044,0.121422033164596,0.807569679332565
"UHM36.35751__k141_16344_43",2382.97029290049,-2.4423909609187,1.35039820529546,-1.80864499918698,0.0705061728024536,0.807569679332565
"UHM36.35751__k141_16344_75",663.938045453499,-2.54312220705156,1.63684058543978,-1.55367738903437,0.120261389148015,0.807569679332565
"UHM36.35751__k141_67231_89",1158.69435094239,-2.04800019643251,1.50905090685636,-1.35714453841646,0.17473528910834,0.807569679332565
"UHM36.35751__k141_18864_3",769.475884727246,-2.28225531137668,1.35448797968391,-1.68495796611594,0.0919966815800549,0.807569679332565
"UHM36.35751__k141_29353_31",743.026488115596,-2.47419858984881,1.68769249684405,-1.46602452429901,0.14264160579603,0.807569679332565
"UHM36.35751__k141_16765_5",718.325967532554,-2.15935770783436,1.38187304962422,-1.56263103070254,0.118139405178487,0.807569679332565
"UHM36.35751__k141_39642_13",2256.23614389193,-2.03359234979044,1.35891136007101,-1.49648638575232,0.134526953051974,0.807569679332565
"UHM36.35751__k141_39655_67",1680.26223923128,-2.03089199703955,1.17565780058231,-1.72745164114391,0.0840865830123031,0.807569679332565
"UHM36.35751__k141_22461_28",1131.13364716881,-2.01163624718614,1.56113259996776,-1.28857487648883,0.197545922329254,0.807569679332565
"UHM36.35751__k141_22461_60",2322.41698734825,-2.01386252965798,1.3787195643432,-1.46067596467114,0.14410438813687,0.807569679332565
"UHM36.35751__k141_22461_124",1516.71618427181,-2.02274478835808,1.39290280030573,-1.45217942552352,0.146451721924892,0.807569679332565
"UHM36.35751__k141_22461_284",1332.96272763972,-2.04669013143053,1.47262214959868,-1.38982707274116,0.164581395034884,0.807569679332565
"UHM36.35751__k141_4420_30",1576.51688605635,-2.02562982263706,1.39681432057112,-1.45017830416346,0.147008803545587,0.807569679332565
"UHM36.35751__k141_4420_62",1502.30902203441,-2.071744352303,1.49925099989931,-1.38185290684625,0.167016870257746,0.807569679332565
"UHM36.35751__k141_4420_94",1443.81815649904,-2.05970089004025,1.51625379432726,-1.3584143352163,0.174332248077189,0.807569679332565
"UHM36.35751__k141_10055_24",515.744509301053,-2.06572105169934,1.48745181095883,-1.38876502517937,0.164904213752907,0.807569679332565
"UHM38.10833__k141_17452_10",1568.020760713,-2.33487522652542,1.58079773198033,-1.47702339096883,0.139669367273856,0.807569679332565
"UHM38.10833__k141_17452_42",1608.75642858791,-2.40565070447135,1.37630973453124,-1.74789921491814,0.0804814808293261,0.807569679332565
"UHM38.10833__k141_2449_23",901.863000988388,-2.00645272188323,1.54634148000968,-1.29754827625181,0.194442605759142,0.807569679332565
"UHM38.10833__k141_37278_22",2135.41012922991,-2.01833944233714,1.24337752313921,-1.62327161684679,0.10453135420365,0.807569679332565
"UHM38.10833__k141_17803_20",1389.06696464414,-2.06217763292348,1.46346640007913,-1.40910487101855,0.15880416074685,0.807569679332565
"UHM38.10833__k141_32775_87",1444.37246560198,-2.04032029316438,1.42572919783948,-1.43107140981347,0.152409750210716,0.807569679332565
"UHM38.10833__k141_20245_15",689.801497327043,-2.15273540187106,1.65499714608775,-1.30074870942219,0.193344483477985,0.807569679332565
"UHM38.10833__k141_3023_45",473.088498650647,-2.01468775482239,1.65241100671116,-1.21924130657558,0.222752618311414,0.807569679332565
"UHM38.10833__k141_18539_26",1111.68225805872,-2.00108485706281,1.52598041958647,-1.31134373113719,0.189741660045569,0.807569679332565
"UHM38.10833__k141_33176_8",2019.65739251221,-2.03265297705276,1.52599150280903,-1.33202116349342,0.182853234215742,0.807569679332565
